Universitas,Prodi,Rank
universitas yudharta pasuruan,agribisnis,999.0
universitas kristen indonesia,bimbingan dan konseling,999.0
universitas pendidikan indonesia,pendidikan bahasa arab,17.0
sekolah tinggi ilmu ekonomi yadika bangil,akuntansi,999.0
universitas merdeka madiun,akuntansi,999.0
universitas jayabaya,teknik mesin,999.0
institut teknologi garut,arsitektur,999.0
universitas bina nusantara,pjj akuntansi,10.0
universitas negeri semarang,sistem informasi,999.0
stkip la tansa mashiro,pendidikan bahasa inggris,999.0
stiki malang,desain komunikasi visual,999.0
universitas muhammadiyah buton,ilmu komunikasi,999.0
sekolah tinggi agama islam poso,ekonomi syariah,999.0
sekolah tinggi agama islam poso,manajemen pendidikan islam,999.0
stai persis garut,pendidikan guru madrasah ibtidaiyah,999.0
stak negeri palangka raya,misiologi,999.0
universitas islam negeri syarif hidayatullah,jurnalistik,999.0
politeknik energi dan pertambangan bandung,teknologi metalurgi,999.0
institut teknologi nasional bandung,teknik sipil,15.0
universitas islam negeri kiai haji achmad siddiq jember,ilmu alquran dan tafsir,999.0
politeknik negeri bandung,usaha perjalanan wisata,999.0
universitas muhammadiyah purworejo,manajemen,999.0
universitas sains al quran,akuntansi,999.0
sekolah tinggi manajemen dan ilmu komputer umel mandiri,ilmu komputer,999.0
institut agama islam alqodiri jember,ekonomi syariah,999.0
universitas persada indonesia yai,sistem informasi,999.0
amik wahana mandiri tangerang,manajemen informatika,999.0
universitas muhammadiyah parepare,pgra,999.0
universitas efarina,teknik lingkungan,999.0
universitas telkom,teknik logistik,999.0
universitas muslim indonesia,ekonomi pembangunan,999.0
universitas negeri jakarta,pendidikan tata busana,999.0
universitas bengkulu,akuntansi,999.0
universitas islam kuantan singingi,akuntansi,999.0
universitas negeri medan,pendidikan akuntansi,999.0
universitas muhammadiyah magelang,ilmu komunikasi,999.0
universitas muhammadiyah kudus,hukum,999.0
universitas cordova,teknik industri,999.0
sekolah tinggi ilmu komunikasi indonesia maju,ilmu komunikasi,999.0
universitas quality berastagi,agribisnis,999.0
universitas gadjah mada,perbankan,2.0
universitas sembilanbelas november kolaka,manajemen,999.0
universitas negeri medan,ilmu komputer,999.0
institut agama islam negeri padangsidimpuan,tadris bahasa inggris,999.0
akademi komunitas negeri pacitan,pemeliharaan komputer dan jaringan,999.0
universitas negeri medan,pendidikan teknologi informatika dan komputer,999.0
universitas telkom,rekayasa perangkat lunak,999.0
institut teknologi telkom purwokerto,desain komunikasi visual,999.0
universitas islam assyafiiyah,pendidikan agama islam,999.0
universitas hasanuddin,arsitektur,11.0
universitas negeri yogyakarta,sastra indonesia,19.0
universitas wisnuwardhana,teknik elektro,999.0
universitas muhammadiyah gorontalo,ekonomi pembangunan,999.0
universitas megou pak tulang bawang,akuntansi,999.0
politeknik negeri batam,teknik perawatan pesawat udara,999.0
institut teknologi telkom surabaya,teknologi informasi,999.0
akademi komunitas industri pertambangan bukit asam,teknik pengoperasian alat tambang,999.0
akademi komunitas negeri rejang lebong,teknologi produksi ternak unggas,999.0
politeknik komputer niaga lpkia,manajemen informatika,999.0
universitas padjadjaran,kearsipan digital,7.0
universitas muhammadiyah kupang,ilmu kesejahteraan sosial,999.0
akademi kebidanan kh putra,kebidanan,999.0
akademi keperawatan darmo medan,keperawatan,999.0
akademi kesehatan bintang persada,farmasi,999.0
institut ilmu kesehatan bhakti wiyata kediri,fisioterapi,999.0
institut kesehatan dan bisnis st fatimah mamuju,keperawatan,999.0
politeknik kesehatan kementerian kesehatan manado,farmasi,999.0
politeknik kesehatan siteba,kebidanan,999.0
politeknik kesehatan siteba,fisioterapi,999.0
sekolah tinggi ilmu kesehatan alirsyad alislamiyyah cilacap,kebidanan,999.0
sekolah tinggi ilmu kesehatan hakli,refraksi optisi,999.0
sekolah tinggi ilmu kesehatan persada husada indonesia,keperawatan,999.0
universitas harapan bangsa,keperawatan,999.0
universitas airlangga,paramedik veteriner,4.0
universitas diponegoro,keperawatan,8.0
universitas kusuma husada surakarta,kebidanan,999.0
universitas ngudi waluyo,gizi,999.0
universitas prima indonesia,kebidanan,999.0
universitas respati indonesia,kebidanan,999.0
universitas syiah kuala,pendidikan dokter hewan,23.0
universitas islam kuantan singingi,pendidikan kimia,999.0
universitas pendidikan indonesia,sains informasi geografi,17.0
universitas katolik soegijapranata,sistem informasi,999.0
universitas klabat,teknik informatika,999.0
sekolah tinggi keguruan dan ilmu pendidikan ahlussunnah,pendidikan biologi,999.0
sekolah tinggi keguruan dan ilmu pendidikan agama hindu singaraja,pendidikan olahraga dan kesehatan,999.0
universitas muhammadiyah riau,ilmu komunikasi,999.0
sekolah tinggi ilmu ekonomi gentiaras,manajemen,999.0
universitas mochammad sroedji,bimbingan dan konseling,999.0
universitas nahdlatul ulama gorontalo,sosial ekonomi perikanan,999.0
akademi sekretari dan manajemen indonesia jayapura,sekretari,999.0
universitas brawijaya,peternakan,9.0
universitas brawijaya,akuakultur,9.0
universitas bina mandiri gorontalo,administrasi bisnis,999.0
universitas muhammadiyah sidenreng rappang,peternakan,999.0
universitas muhammadiyah sidenreng rappang,ilmu perikanan,999.0
universitas pendidikan indonesia,desain komunikasi visual,17.0
institut bisnis informasi teknologi dan bisnis,pengelolaan perhotelan,999.0
stai babussalam sula maluku utara,hukum keluarga,999.0
sekolah tinggi ilmu hukum dharma andhiga,ilmu hukum,999.0
akademi perikanan kamasan biak,teknologi pengolahan hasil perikanan,999.0
universitas bengkulu,ilmu komunikasi,999.0
universitas insan cendekia mandiri,manajemen,999.0
universitas teknologi sumbawa,psikologi,999.0
institut agama islam negeri parepare,akuntansi lembaga keuangan syariah,999.0
akademi komunitas negeri pacitan,tata laksana studio produksi,999.0
akademi teknologi industri dewantara palopo,teknik sipil,999.0
akademi akuntansi bandung,akuntansi,999.0
institut bisnis dan keuangan nitro,manajemen retail,999.0
universitas bina nusantara,teknik industri,10.0
universitas bina nusantara,teknik sipil,10.0
universitas bina nusantara,sistem komputer,10.0
universitas sumatera utara,teknik mesin,14.0
stkip soe,pendidikan fisika,999.0
universitas padjadjaran,teknologi industri kimia,7.0
stkip weetebula,pendidikan ilmu pengetahuan alam,999.0
universitas negeri yogyakarta,pendidikan luar biasa,19.0
universitas kristen satya wacana,pendidikan guru sekolah dasar,999.0
universitas stikubank,sistem informasi,999.0
institut agama islam negeri curup,ekonomi syariah,999.0
universitas langlang buana,teknik industri,999.0
universitas dian nusantara,akuntansi,999.0
universitas muhammadiyah bengkulu,ekonomi islam,999.0
institut teknologi sepuluh nopember,statistika bisnis,6.0
universitas tribuana kalabahi,teknologi hasil pertanian,999.0
universitas muhammadiyah kendari,pendidikan teknologi informasi,999.0
universitas adhirajasa reswara sanjaya,ilmu komunikasi,999.0
stai imam syafii cianjur,pendidikan bahasa arab,999.0
sekolah tinggi ilmu alquran isy karima karanganyar,ilmu alquran dan tafsir,999.0
stai riyadhul jannah subang,pendidikan agama islam,999.0
stai kh abdul kabier,pendidikan guru madrasah ibtidaiyah,999.0
universitas tomakaka,arsitektur,999.0
universitas negeri yogyakarta,tata boga,19.0
universitas sembilanbelas november kolaka,pendidikan jasmani,999.0
stkip soe,pendidikan matematika,999.0
universitas negeri yogyakarta,teknik elektro,19.0
politeknik negeri balikpapan,teknologi listrik,999.0
universitas swiss german,teknik informatika,999.0
universitas pgri argopuro jember,pendidikan biologi,999.0
universitas muhammadiyah purwokerto,ilmu hukum,999.0
universitas islam batik,agroteknologi,999.0
universitas ahmad dahlan,pendidikan guru pendidikan anak usia dini,999.0
universitas jenderal soedirman,administrasi perkantoran,999.0
universitas merdeka malang,sistem informasi,999.0
stai panca budi medan,muamalah,999.0
sekolah tinggi agama islam almaarif way kanan,hukum ekonomi syariah,999.0
politeknik negeri bali,administrasi bisnis,999.0
universitas adiwangsa jambi,akuntansi,999.0
universitas papua,konservasi sumberdaya hutan,999.0
stai ptdii jakarta,hukum ekonomi syariah,999.0
stai imam syafii cianjur,ahwal alsyakhshiyyah,999.0
sekolah tinggi teknologi yupentek,teknik industri,999.0
universitas nahdlatul ulama indonesia,perbankan syariah,999.0
universitas nusantara pgri kediri,teknik industri,999.0
politeknik pelayaran sorong,permesinan kapal,999.0
universitas udayana,ekonomi pembangunan,999.0
universitas islam bandung,manajemen,999.0
universitas islam kadiri,pendidikan bahasa inggris,999.0
universitas tridinanti,akuntansi,999.0
universitas yudharta pasuruan,ilmu dan teknologi pangan,999.0
universitas khairun,ekonomi pembangunan,999.0
universitas negeri padang,pendidikan kimia,21.0
universitas batanghari jambi,ilmu hukum,999.0
universitas sam ratulangi,ilmu administrasi niaga,999.0
stmik kharisma makassar,sistem informasi,999.0
universitas dwijendra,pendidikan pancasila dan kewarganegaraan,999.0
universitas sebelas maret,teknik kimia,13.0
akademi analis kesehatan pekalongan,analis kesehatan,999.0
akademi farmasi mitra sehat mandiri sidoarjo,farmasi,999.0
institut ilmu kesehatan bhakti wiyata kediri,teknologi laboratorium medis,999.0
institut ilmu kesehatan bhakti wiyata kediri,teknologi laboratorium medis,999.0
institut pertanian bogor,kedokteran hewan,5.0
politeknik kesehatan kementerian kesehatan jayapura,sanitasi,999.0
politeknik kesehatan kementerian kesehatan jayapura,kebidanan,999.0
politeknik kesehatan permata indonesia yogyakarta,administrasi rumah sakit,999.0
sekolah tinggi ilmu kesehatan alifah padang,kesehatan masyarakat,999.0
sekolah tinggi ilmu kesehatan gema insan akademik makassar,kebidanan,999.0
sekolah tinggi ilmu kesehatan pamenang,administrasi kesehatan,999.0
sekolah tinggi ilmu kesehatan siti hajar,fisioterapi,999.0
stikes adi husada,keperawatan,999.0
universitas binawan,keselamatan dan kesehatan kerja,999.0
universitas gadjah mada,kedokteran hewan,2.0
universitas mohammad husni thamrin,keperawatan,999.0
universitas nusa nipa,ilmu keperawatan,999.0
universitas kristen maranatha,desain komunikasi visual,999.0
universitas islam negeri sultan aji muhammad idris samarinda,hukum keluarga,999.0
universitas islam negeri sultan aji muhammad idris samarinda,manajemen pendidikan islam,999.0
universitas hayam wuruk perbanas surabaya,akuntansi,999.0
universitas hayam wuruk perbanas surabaya,perbankan dan keuangan,999.0
universitas hayam wuruk perbanas surabaya,akuntansi,999.0
stisip bina generasi polewali,ilmu pemerintahan,999.0
universitas dumoga kotamobagu,kehutanan,999.0
politeknik negeri ambon,teknik informatika,999.0
stkip kie raha,pendidikan sejarah,999.0
institut seni budaya indonesia bandung,kriya seni,999.0
universitas muhammadiyah sidoarjo,teknologi pangan,999.0
universitas negeri jakarta,ilmu komunikasi,999.0
universitas hang tuah,manajemen pelabuhan,999.0
sekolah tinggi teologi mamasa,pendidikan agama kristen,999.0
universitas 45 mataram,ilmu pemerintahan,999.0
institut agama islam negeri batusangkar,akuntansi syariah,999.0
universitas islam madura,ilmu hukum,999.0
universitas teknologi sulawesi,kimia,999.0
universitas muhammadiyah sidenreng rappang,agroteknologi,999.0
institut islam mambaul ulum surakarta,manajemen dakwah,999.0
universitas islam indonesia,teknik elektro,25.0
universitas alwashliyah,agribisnis,999.0
politeknik nasional,usaha perjalanan wisata,999.0
politeknik enjiniring pertanian indonesia,tata air pertanian,999.0
universitas tidar,hukum,999.0
politeknik negeri samarinda,manajemen pemasaran,999.0
universitas putra indonesia yptk padang,manajemen informatika,999.0
universitas kristen indonesia,sastra inggris,999.0
universitas muhammadiyah purworejo,agribisnis,999.0
sekolah tinggi agama islam darunnajah jakarta,hukum keluarga islam,999.0
politeknik api yogyakarta,bina wisata,999.0
sekolah tinggi keguruan dan ilmu pendidikan invada cirebon,pendidikan guru sekolah dasar,999.0
stkip pangeran antasari,pendidikan matematika,999.0
universitas sebelas maret,ilmu lingkungan,13.0
universitas tribhuwana tungga dewi,pendidikan matematika,999.0
universitas negeri jakarta,pendidikan bahasa jepang,999.0
universitas pembangunan nasional veteran jawa timur,administrasi bisnis,999.0
universitas indonesia mandiri,perpajakan,999.0
universitas indonesia mandiri,desain komunikasi visual,999.0
universitas indonesia mandiri,informatika,999.0
institut teknologi telkom purwokerto,bisnis digital,999.0
politeknik negeri lhokseumawe,teknologi rekayasa pengelasan dan fabrikasi,999.0
universitas indonesia mandiri,teknik industri,999.0
universitas muhammadiyah kudus,akuntansi,999.0
politeknik industri atmi,manajemen industri,999.0
universitas darul ulum,teknik elektro,999.0
politeknik negeri malang,teknologi pertambangan,999.0
politeknik purbaya,teknik mesin,999.0
universitas muhammadiyah lampung,perbankan syariah,999.0
stak negeri palangka raya,musik gereja,999.0
institut agama kristen negeri tarutung,pastoral konseling,999.0
stit palapa nusantara lombok nusa tenggara barat,manajemen pendidikan islam,999.0
institut teknologi batam,teknik komputer,999.0
universitas muhammadiyah palopo,penyuluh pertanian,999.0
universitas malikussaleh,ilmu komunikasi,999.0
universitas malikussaleh,agribisnis,999.0
universitas hasanuddin,aktuaria,11.0
institut pertanian bogor,ekonomi sumberdaya dan lingkungan,5.0
stit alhidayah tasikmalaya,pendidikan bahasa arab,999.0
universitas jember,ilmu pertanian,999.0
sekolah tinggi teologi khatulistiwa sintang,teologi,999.0
stkip muhammadiyah bogor,pendidikan guru pendidikan anak usia dini,999.0
universitas negeri makassar,pendidikan bahasa mandarin,999.0
universitas methodist indonesia,pendidikan teknologi informasi,999.0
universitas papua,teknik komputer,999.0
institut teknologi bandung,matematika,3.0
sekolah tinggi ekonomi islam sebi ciputat tangerang,perbankan syariah,999.0
sekolah tinggi ilmu ekonomi sebelas april,manajemen,999.0
universitas muhammadiyah surakarta,teknik elektro,999.0
universitas muhammadiyah bone,pendidikan bahasa inggris,999.0
universitas muhammadiyah bone,pendidikan ekonomi,999.0
universitas muhammadiyah bone,pendidikan pancasila dan kewarganegaraan,999.0
sekolah tinggi agama islam darul ulum sarolangun,pendidikan agama islam,999.0
politeknik negeri bengkalis,teknik informatika,999.0
universitas diponegoro,hubungan masyarakat k batang,8.0
politeknik negeri samarinda,keuangan dan perbankan,999.0
universitas negeri yogyakarta,tata rias dan kecantikan,19.0
stkip kusumanegara,pendidikan matematika,999.0
politeknik kampar,administrasi bisnis internasional,999.0
universitas flores,agroteknologi,999.0
universitas diponegoro,manajemen kampus kab rembang,8.0
universitas agung podomoro,arsitektur,999.0
politeknik negeri jember,teknologi rekayasa pangan,999.0
sekolah tinggi agama islam indonesia jakarta,komunikasi penyiaran islam,999.0
politeknik unggul lp3m,sekretari,999.0
sekolah tinggi teologi periago pekanbaru,pendidikan agama kristen,999.0
institut manajemen wiyata indonesia,ilmu komunikasi,999.0
universitas islam negeri syarif hidayatullah,ilmu hadis,999.0
akademi penerbang indonesia banyuwangi,penerbang sayap tetap,999.0
universitas muhammadiyah lampung,sastra inggris,999.0
universitas muslim indonesia,sistem informasi,999.0
institut agama islam negeri padangsidimpuan,manajemen zakat dan wakaf,999.0
akademi komunitas negeri aceh barat,teknologi pengelasan logam,999.0
sekolah tinggi ilmu komputer rajawali,sistem informasi,999.0
universitas primagraha,sekretari,999.0
universitas dian nusantara,sastra inggris,999.0
politeknik ketenagakerjaan,relasi industri,999.0
sekolah tinggi ilmu administrasi cimahi,ilmu administrasi niaga,999.0
politeknik bisnis dan pasar modal,akuntansi,999.0
universitas muhammadiyah malang,agroteknologi,999.0
universitas komputer indonesia,manajemen,999.0
iain sultan amai gorontalo,tadris bahasa inggris,999.0
sekolah tinggi ilmu ekonomi balikpapan,manajemen,999.0
universitas muhammadiyah buton,pengelolaan sumber daya perairan,999.0
